Name,Id,City,Zipcode,Address,Website,Email,Phone,Company Type,Postal Address, description,Twitter, Linkedin, Lognitude,Latitude,,,,,,,,,,,,
AccountAnders Dordrecht,33391,Dordrecht,3311 RR,Noordendijk ,www.accountanders.nl,avandegriend@accountanders.nl,085 760 8500,accounting,None,"b'Welkom bij h\xc3\xa9t alternatief voor uw accountant. Alles wat u als ondernemer nodig hebt om \xc3\xa9cht succesvol te zijn in \xc3\xa9\xc3\xa9n totaalpakket.&nbsp;Alles draait om het behalen van&nbsp;\xc3\xbaw doelen. We starten bij&nbsp;de strategie&nbsp;verzorgen uw administratie bieden u dagelijks actuele managementinformatie \xc3\xa9n onbeperkt advies door een&nbsp;businessfacilitator die dagelijks voor u klaar staat. Dit alles op basis van ""no growth no pay"". Bent u er klaar voor?'",@AccountAnders,http://www.linkedin.com/company/3270951?trk=tyah&trkInfo=tarId%3A1395919389035%2Ctas%3Aaccountanders%2Cidx%3A1-1-1,4.7024126,51.8047948,,,,,,,,,,,,
AccountAnders Gorredijk,33392,Gorredijk,8401 MN,Skutsje,www.accountanders.nl,roenema@accountanders.nl,085 760 8500,accounting,None,"b'Welkom bij h\xc3\xa9t alternatief voor uw accountant. Alles wat u als ondernemer nodig hebt om \xc3\xa9cht succesvol te zijn in \xc3\xa9\xc3\xa9n totaalpakket.&nbsp;Alles draait om het behalen van&nbsp;\xc3\xbaw doelen. We starten bij&nbsp;de strategie&nbsp;verzorgen uw administratie bieden u dagelijks actuele managementinformatie \xc3\xa9n onbeperkt advies door een&nbsp;businessfacilitator die dagelijks voor u klaar staat. Dit alles op basis van ""no growth no pay"". Bent u er klaar voor?'",@AccountAnders,http://www.linkedin.com/company/3270951?trk=tyah&trkInfo=tarId%3A1395919389035%2Ctas%3Aaccountanders%2Cidx%3A1-1-1,6.083207,53.005982,,,,,,,,,,,,
OOvB adviseurs en accountants vestiging Nistelrode,33396,Nistelrode,5388GJ,Tramplein 1a,www.oovb.nl,nistelrode@oovb.nl,0412-612818,accounting,None,b'Het zakelijk succes van OOvB adviseurs en accountants gaat terug tot bijna 50 jaar geleden. De jarenlange ervaring en de gebundelde kennis van accountants fiscalisten juristen en bedrijfseconomische adviseurs heeft geleid tot een solide reputatie bij vele klanten uit het MKB vrije beroepsgroepen \xe2\x80\x98non profit\xe2\x80\x99 organisaties en agrarische ondernemers. Al deze klanten vertrouwen op onze betrokkenheid en deskundigheid. Op administratief bedrijfseconomisch fiscaal en juridisch vlak. Daarvoor zetten zich meer dan 100 deskundige professionals in. Dag in dag uit.   Met onze vijf vestigingen in Cuijk Wijchen Wanroij Nistelrode en Boekel zijn wij diepgeworteld in de regio en weten we wat onze klanten beweegt. Op zakelijk vlak \xc3\xa9n priv\xc3\xa9 wanneer dat aan de orde is. Deze betrokkenheid wordt gewaardeerd.    Heeft u interesse in een nadere kennismaking met de adviseurs en accountants van OOvB? Dan nodigen wij u graag uit om een kijkje te nemen op onze website www.oovb.nl. Natuurlijk kunt u ook direct contact opnemen voor een vrijblijvende kennismaking met \xc3\xa9\xc3\xa9n van onze vennoten. Wij staan graag voor u klaar.',https://twitter.com/OOvBadviseurs,http://www.linkedin.com/company/oovb-adviseurs-en-accountants/,5.5620194,51.701172,,,,,,,,,,,,
OOvB adviseurs en accountants vestiging Cuijk,33397,Cuijk,5431 SP,Gildekamp,www.oovb.nl,cuijk@oovb.nl,0485-316844,accounting,None,b'Het zakelijk succes van OOvB adviseurs en accountants gaat terug tot bijna 50 jaar geleden. De jarenlange ervaring en de gebundelde kennis van accountants fiscalisten juristen en bedrijfseconomische adviseurs heeft geleid tot een solide reputatie bij vele klanten uit het MKB vrije beroepsgroepen \xe2\x80\x98non profit\xe2\x80\x99 organisaties en agrarische ondernemers. Al deze klanten vertrouwen op onze betrokkenheid en deskundigheid. Op administratief bedrijfseconomisch fiscaal en juridisch vlak. Daarvoor zetten zich meer dan 100 deskundige professionals in. Dag in dag uit.   Met onze vijf vestigingen in Cuijk Wijchen Wanroij Nistelrode en Boekel zijn wij diepgeworteld in de regio en weten we wat onze klanten beweegt. Op zakelijk vlak \xc3\xa9n priv\xc3\xa9 wanneer dat aan de orde is. Deze betrokkenheid wordt gewaardeerd.    Heeft u interesse in een nadere kennismaking met de adviseurs en accountants van OOvB? Dan nodigen wij u graag uit om een kijkje te nemen op onze website www.oovb.nl. Natuurlijk kunt u ook direct contact opnemen voor een vrijblijvende kennismaking met \xc3\xa9\xc3\xa9n van onze vennoten. Wij staan graag voor u klaar.',https://twitter.com/OOvBadviseurs,http://www.linkedin.com/company/oovb-adviseurs-en-accountants/,5.86302,51.73133,,,,,,,,,,,,
OOvB adviseurs en accountants vestiging Wijchen,33398,Wijchen,6602 CX,Vijverlaan,www.oovb.nl,wijchen@oovb.nl,024-6412471,accounting,None,b'Het zakelijk succes van OOvB adviseurs en accountants gaat terug tot bijna 50 jaar geleden. De jarenlange ervaring en de gebundelde kennis van accountants fiscalisten juristen en bedrijfseconomische adviseurs heeft geleid tot een solide reputatie bij vele klanten uit het MKB vrije beroepsgroepen \xe2\x80\x98non profit\xe2\x80\x99 organisaties en agrarische ondernemers. Al deze klanten vertrouwen op onze betrokkenheid en deskundigheid. Op administratief bedrijfseconomisch fiscaal en juridisch vlak. Daarvoor zetten zich meer dan 100 deskundige professionals in. Dag in dag uit.   Met onze vijf vestigingen in Cuijk Wijchen Wanroij Nistelrode en Boekel zijn wij diepgeworteld in de regio en weten we wat onze klanten beweegt. Op zakelijk vlak \xc3\xa9n priv\xc3\xa9 wanneer dat aan de orde is. Deze betrokkenheid wordt gewaardeerd.    Heeft u interesse in een nadere kennismaking met de adviseurs en accountants van OOvB? Dan nodigen wij u graag uit om een kijkje te nemen op onze website www.oovb.nl. Natuurlijk kunt u ook direct contact opnemen voor een vrijblijvende kennismaking met \xc3\xa9\xc3\xa9n van onze vennoten. Wij staan graag voor u klaar.',https://twitter.com/OOvBadviseurs,http://www.linkedin.com/company/oovb-adviseurs-en-accountants/,5.74228,51.81294,,,,,,,,,,,,
OOvB adviseurs en accountants vestiging Wanroij,33399,Wanroij,5446 PK,Bus,www.oovb.nl,wanroij@oovb.nl,0485-452817,accounting,None,b'Het zakelijk succes van OOvB adviseurs en accountants gaat terug tot bijna 50 jaar geleden. De jarenlange ervaring en de gebundelde kennis van accountants fiscalisten juristen en bedrijfseconomische adviseurs heeft geleid tot een solide reputatie bij vele klanten uit het MKB vrije beroepsgroepen \xe2\x80\x98non profit\xe2\x80\x99 organisaties en agrarische ondernemers. Al deze klanten vertrouwen op onze betrokkenheid en deskundigheid. Op administratief bedrijfseconomisch fiscaal en juridisch vlak. Daarvoor zetten zich meer dan 100 deskundige professionals in. Dag in dag uit.   Met onze vijf vestigingen in Cuijk Wijchen Wanroij Nistelrode en Boekel zijn wij diepgeworteld in de regio en weten we wat onze klanten beweegt. Op zakelijk vlak \xc3\xa9n priv\xc3\xa9 wanneer dat aan de orde is. Deze betrokkenheid wordt gewaardeerd.    Heeft u interesse in een nadere kennismaking met de adviseurs en accountants van OOvB? Dan nodigen wij u graag uit om een kijkje te nemen op onze website www.oovb.nl. Natuurlijk kunt u ook direct contact opnemen voor een vrijblijvende kennismaking met \xc3\xa9\xc3\xa9n van onze vennoten. Wij staan graag voor u klaar.',https://twitter.com/OOvBadviseurs,http://www.linkedin.com/company/oovb-adviseurs-en-accountants/,5.817464312,51.65083335,,,,,,,,,,,,
OOvB adviseurs en accountants vestiging Wanroij,33402,Wanroij,5446 PK,Bus,www.oovb.nl,info@oovb.nl,0485-452817,accounting,None,b'Het zakelijk succes van OOvB adviseurs en accountants gaat terug tot bijna 50 jaar geleden. De jarenlange ervaring en de gebundelde kennis van accountants fiscalisten juristen en bedrijfseconomische adviseurs heeft geleid tot een solide reputatie bij vele klanten uit het MKB vrije beroepsgroepen \xe2\x80\x98non profit\xe2\x80\x99 organisaties en agrarische ondernemers. Al deze klanten vertrouwen op onze betrokkenheid en deskundigheid. Op administratief bedrijfseconomisch fiscaal en juridisch vlak. Daarvoor zetten zich meer dan 100 deskundige professionals in. Dag in dag uit.   Met onze vijf vestigingen in Cuijk Wijchen Wanroij Nistelrode en Boekel zijn wij diepgeworteld in de regio en weten we wat onze klanten beweegt. Op zakelijk vlak \xc3\xa9n priv\xc3\xa9 wanneer dat aan de orde is. Deze betrokkenheid wordt gewaardeerd.    Heeft u interesse in een nadere kennismaking met de adviseurs en accountants van OOvB? Dan nodigen wij u graag uit om een kijkje te nemen op onze website www.oovb.nl. Natuurlijk kunt u ook direct contact opnemen voor een vrijblijvende kennismaking met \xc3\xa9\xc3\xa9n van onze vennoten. Wij staan graag voor u klaar.',https://twitter.com/OOvBadviseurs,http://www.linkedin.com/company/oovb-adviseurs-en-accountants/,5.827573,51.6533121,,,,,,,,,,,,
OOvB adviseurs en accountants vestiging Boekel,33403,Boekel,5427 DE,De Vlonder,www.oovb.nl,boekel@oovb.nl,0492-327327,accounting,None,b'Het zakelijk succes van OOvB adviseurs en accountants gaat terug tot bijna 50 jaar geleden. De jarenlange ervaring en de gebundelde kennis van accountants fiscalisten juristen en bedrijfseconomische adviseurs heeft geleid tot een solide reputatie bij vele klanten uit het MKB vrije beroepsgroepen \xe2\x80\x98non profit\xe2\x80\x99 organisaties en agrarische ondernemers. Al deze klanten vertrouwen op onze betrokkenheid en deskundigheid. Op administratief bedrijfseconomisch fiscaal en juridisch vlak. Daarvoor zetten zich meer dan 100 deskundige professionals in. Dag in dag uit.   Met onze vijf vestigingen in Cuijk Wijchen Wanroij Nistelrode en Boekel zijn wij diepgeworteld in de regio en weten we wat onze klanten beweegt. Op zakelijk vlak \xc3\xa9n priv\xc3\xa9 wanneer dat aan de orde is. Deze betrokkenheid wordt gewaardeerd.    Heeft u interesse in een nadere kennismaking met de adviseurs en accountants van OOvB? Dan nodigen wij u graag uit om een kijkje te nemen op onze website www.oovb.nl. Natuurlijk kunt u ook direct contact opnemen voor een vrijblijvende kennismaking met \xc3\xa9\xc3\xa9n van onze vennoten. Wij staan graag voor u klaar.',https://twitter.com/OOvBadviseurs,http://www.linkedin.com/company/oovb-adviseurs-en-accountants/,5.6694982,51.60829,,,,,,,,,,,,
Administratiekantoor Rogema,33407,Grootebroek,1613 KD,Zesstedenweg,http://www.rogema.com/,info@rogema.com,0228 521 692,managerial,None,b'',#Rogema,,5.22046,52.697822,,,,,,,,,,,,
Van Asselt Accountants en Belastingadviseurs Scherpenzeel,33411,Scherpenzeel,3925 CC,Stationsweg,http://www.asselt.net/,secretariaatdriebergen@asselt.net,033 286 2566,accounting,None,b'',https://twitter.com/vanasseltacc,http://www.linkedin.com/company/1224600?trk=pro_other_cmpy,5.471116,52.081558,,,,,,,,,,,,
Kenter adviseurs en accountants,33416,Zwaag,1689EW,Dorpsstraat ,http://www.kenter-accountants.nl,info@kenter-accountants.nl,0229-280080,accounting,None,b'',,,5.0637014,52.6649595,,,,,,,,,,,,
Aficom Accountants & Adviseurs,33419,Noord-Scharwoude,1723 HW,Oester,www.aficom-accountants.nl,wim.weidema@aficom-accountants.nl,31226318454,accounting,None,b'<b>AFICOM ACCOUNTANTS &amp; ADVISEURS</b>\r\n<b>WIE ZIJN WIJ</b>\r\n\r\nAFICOM Accountants\r\n &amp; Adviseurs is een zelfstandig regionaal kantoor in de\r\nregio Alkmaar Heerhugowaard en Langedijk (Noord Scharwoude). Wij zijn niet\r\nalleen accountants en adviseurs maar ook de ondernemer naast de ondernemer.\r\nWij werken in de\r\novertuiging dat het op ons vakgebied vooral om mensen gaat en hechten dan ook\r\nenorm veel waarde aan een langdurige relatie met onze cli\xc3\xabnten. Kenmerken als\r\nservicegerichtheid betrokkenheid nuchterheid en het leveren van toegevoegde\r\nwaarde zijn en blijven bij ons vanzelfsprekend. Nu en in de toekomst.\r\n<b>WAT DOEN WIJ</b>\r\n\r\nAdministratieve\r\ndienstverlening (o.a. internetboekhouden) samenstelling/beoordeling\r\njaarrekeningen fiscale dienstverlening salarisverwerking financi\xc3\xable\r\nplanning subsidies koop/verkoop onderneming begeleiding startende\r\nondernemers etc.\r\nInternetboekhouden\r\ndigitale aangiften de opkomst van social media (Twitter Facebook LinkedIn\r\netc.). De digitale ontwikkelingen volgen elkaar in rap tempo op. Ook bij\r\nAFICOM-Accountants maken wij gebruik van het internet.\r\n<b>UW VOORDEEL</b>\r\n\r\nHet doel van\r\neen digitale (werk)omgeving is dat we u effectiever en vooral effici\xc3\xabnter van\r\ndienst kunnen zijn. Door de overheadkosten zo laag mogelijk te houden blijven\r\nonze tarieven een stuk prettiger dan die van de wat grotere kantoren. Kortom: hoogwaardige\r\nkwaliteit voor een scherpe prijs!\r\n<b>STARTERSSPREEKUUR</b>\r\n\r\nHet\r\nstartersspreekuur is een gratis dienst van ons kantoor. Tijdens het\r\nstartersspreekuur krijgt u alle ruimte om uw bedrijf en toekomstplannen uit de\r\ndoeken te doen en vragen te stellen. Zo legt u een stevige basis voor een goede\r\nondernemingsstart!\r\nHeeft u naar\r\naanleiding hiervan vragen? Wilt u een ander onderwerp bespreken? Neemt u dan\r\ngerust contact met ons op. Wij maken graag tijd voor u vrij.\r\nMet\r\nvriendelijke groet\r\nAFICOM Accountants\r\n &amp; Adviseurs \r\n\r\nOester 6\r\n\r\n1723 HW&nbsp; Noord-Scharwoude\r\n\r\nTel:\r\n0226-318454\r\nWim Weidema\r\n\r\nDirecteur\r\nP.S. Benieuwd\r\nnaar onze website? Neem een kijkje op <b>www.aficom-accountants.nl</b>!\r\n',,,4.8033348,52.7028709,,,,,,,,,,,,
Cofral BV,33423,Driehuis,1985BE,PC Hooftlaan 27,www.cofral.nl,info@cofral.nl,31648035290,managerial,None,None,,@cofral,4.6375405,52.4471668,,,,,,,,,,,,
Sterrenzaken,33427,Haarlem,2014 EN ,Faradaystraat,www.sterrenzaken.info,info@sterrenzaken.info,650286999,managerial,None,"b""Duidelijke afspraken&nbsp;informeel contact&nbsp;vakkundig advies en&nbsp;betaalbare tarieven: daar draait het bij Sterrenzaken om.Sterrenzaken werkt voor zzp'ers bedrijven en particulieren. Kijk eens op de website voor uitgebreide informatie en neem contact op! Voor een vrijblijvend (uiteraard gratis) gesprek bent u van harte welkom op mijn kantoor in Haarlem Zuidwest.Graag tot ziens!""",sterrenzaken,nl.linkedin.com/pub/margreet-sterrenburg/1a/b76/a05/,4.60901,52.36727,,,,,,,,,,,,
KIBO Accountants & Belastingadviseurs,33429,Dirksland,3247 ZG,Watertoren,www.kibo-accountants.nl,martin@kibo-accountants.nl,0187-760010,accounting,None,b'Kennis over de financi\xc3\xable huishouding van organisaties wordt door administratie- en accountantskantoren in vele gevallen alleen ingezet om een jaarrekening samen te stellen maar niet gebruikt om de prestaties van de ondernemingen te meten en zo sturingsinformatie aan te leveren.&nbsp;KIBO maakt hierin het verschil!U wilt in de toekomst ook een gezond bedrijf. Een gezonde onderneming hebben en houden vraagt om een planmatige aanpak van vandaag en een degelijke visie op de toekomst van uw onderneming. Onze ervaring is dat de vertaling van cijfers en vervolgens sturen op basis van deze cijfers een slag is waar vele ondernemingen onvoldoende aan toe komen. De financi\xc3\xable kennis van ondernemingen (en dus ook die van u!) zit veelal geconcentreerd bij derden. Deze derden zijn over het algemeen de administratie- en accountantskantoren. Veelal ligt de traditionele focus van deze kantoren op het verleden en niet op het heden of de toekomst. De financi\xc3\xable kennis wordt in vele gevallen alleen ingezet om een jaarrekening samen te stellen maar niet gebruikt om de prestaties van uw onderneming te&nbsp;meten of sturingsinformatie aan te leveren. KIBO&nbsp;maakt hierin het verschil!Geautomatiseerde periodieke gegevensverwerking met realtime informatie en toekomstprojecties waarbij u adequaat en tijdig kan anticiperen op ontwikkelingen is van groot belang. Het adviseren coachen en begeleiden van de ondernemer met een objectieve blik mede gebaseerd op&nbsp;realtime informatie is de toekomst. Deze toekomst begint bij KIBO&nbsp;Accountants &amp; Belastingadviseurs vandaag!',@Martin_Boogaard,https://www.linkedin.com/in/martinboogaard,4.1180936,51.7503672,,,,,,,,,,,,
Fiscaal Eerste Hulp,33441,Leiden,2314 XS,Zaalbergweg,www.fiscaaleerstehulp.nl,info@fiscaaleerstehulp.nl,06-55680780,managerial,None,b'Uw eerste hulp-vragen over belastingen administratie of boekhouding. Tijdens avonduren en weekend. Mobiel mail of via Skype. Eerste half uur gratis!&nbsp;\r\n',@Fiscaal1eHulp,Jan Verbooy,4.5040454,52.1432747,,,,,,,,,,,,
Rijskamp Fiscaal,33443,ALPHEN AAN DEN RIJN,2405 JC,Graaf Florisstraat 15,www.rijskampfiscaal.nl,barbara@rijskampfiscaal.nl,06-30517641,consultant,None,"b""Naast het geven van belastingadviezen aan ZZP-ers en DGA's richt ik mij op administratie- en accountantskantoren om hen te helpen te GROEIEN. Zo ben ik behulpzaam bij contentmarketing verzorg ik diverse workshops en heb ik een team van mensen om mij heen om je met andere vragen behulpzaam te zijn. Stuur een mail naar barbara@rijskampfiscaal.nl en vraag naar de mogelijkheden. &nbsp; &nbsp;\r\n""",twitter.com/BarbaraRijskamp,,4.6655797,52.1200689,,,,,,,,,,,,
Valk Administraties B.V.,33457,Nieuw-Lekkerland,2957 VA,Lekdijk,http://www.valkadministraties.nl/,info@valkadministraties.nl,0184 688 830,managerial,None,b'',,,4.669073,51.887591,,,,,,,,,,,,
Admin. & Belastingadvieskantoor J. Gharbharan,33460,ROTTERDAM,3027 HM,Mathenesserweg,www.gharbharan.nl,j.gharbharan@online.nl,010 415 76 90,consultant,None,b'',,,4.4395172,51.9150887,,,,,,,,,,,,
Koppel Belastingadviseurs,33461,Amsterdam,1011 TD,Prins Hendrikkade ,www.koppelbelastingadvies.nl,info@koppelbelastingadvies.nl,020-3445900,consultant,None,b'Een directe bijdrage leveren aan de slagkracht van uw onderneming. Dat is altijd ons uitgangspunt. Of het nu gaat om belastingadvies of reguliere accountantsdiensten. De financieel specialist van Koppel Belastingadvies maakt uw financi\xc3\xable en fiscale kansen inzichtelijk. Uw vaste sparringpartner die u begeleidt en adviseert om uw ambities te realiseren.&nbsp; Als 3e Register Belasting advieskantoor in Nederland en als eerste in Amsterdam bieden wij Horizontaal Toezicht aan ondernemers. Het voordeel?<ul><li>versnelde afwikkeling van aangiftes en verzoeken;</li><li>minder controles;</li><li>een beter totaaloverzicht van alle fiscale onderdelen;</li><li>sneller rechtszekerheid.</li></ul>Door de juiste kennis van onze klanten en haar processen verlenen wij zowel advies als dienstverlening op maat. Wij bieden u een effici\xc3\xabnte service tegen een aantrekkelijk tarief waarin de persoonlijke aandacht kwaliteit en innovatieve oplossingen continu centraal staan.',https://twitter.com/belastingadvies,http://www.linkedin.com/company/1560034,4.9036262,52.3751903,,,,,,,,,,,,
